BirthDate,Colleges,Feet,From,Inches,Player,PlayerAdditional,Pos,To,Weight,_id
May 8 1986,LSU,6,2010,5,Garrett Temple,templga01,G,2023,195,63af8fcbabaabaf6d89167d1
March 19 1987,,6,2018,5,Miloš Teodosić,teodomi01,G,2019,196,63af8fcbabaabaf6d89167d2
June 19 1954,SMU,6,1977,8,Ira Terrell,terreir01,F-C,1979,200,63af8fcbabaabaf6d89167d3
February 10 1995,Rhode Island,6,2019,3,Jared Terrell,terreja01,G,2019,227,63af8fcbabaabaf6d89167d4
June 22 1956,Winston-Salem State,6,1981,5,Carlos Terry,terryca01,G-F,1983,210,63af8fcbabaabaf6d89167d5
September 27 1950,Cal State Long Beach,6,1973,6,Chuck Terry,terrych01,F,1977,215,63af8fcbabaabaf6d89167d6
January 12 1950,Stanford,6,1973,4,Claude Terry,terrycl01,G-F,1978,195,63af8fcbabaabaf6d89167d7
July 12 2002,Arizona,6,2023,7,Dalen Terry,terryda01,G,2023,195,63af8fcbabaabaf6d89167d8
August 21 1996,Lincoln Memorial,6,2019,9,Emanuel Terry,terryem01,F,2022,220,63af8fcbabaabaf6d89167d9
September 15 1977,Arizona,6,2000,2,Jason Terry,terryja01,G,2018,185,63af8fcbabaabaf6d89167da
September 28 2000,Stanford,6,2021,2,Tyrell Terry,terryty01,G,2022,160,63af8fcbabaabaf6d89167db
May 4 1997,Michigan,7,2022,1,Jon Teske,teskejo01,C,2022,265,63af8fcbabaabaf6d89167dc
February 16 1987,UConn,7,2010,3,Hasheem Thabeet,thabeha01,C,2014,263,63af8fcbabaabaf6d89167dd
November 2 1939,Cincinnati,6,1964,2,Tom Thacker,thackto01,G-F,1971,170,63af8fcbabaabaf6d89167de
September 5 1944,Kentucky State University,6,1970,1,Floyd Theard,thearfl01,G,1970,170,63af8fcbabaabaf6d89167df
April 4 1992,,6,2018,8,Daniel Theis,theisda01,C,2022,245,63af8fcbabaabaf6d89167e0
October 13 1957,UNLV,6,1979,7,Reggie Theus,theusre01,G,1991,190,63af8fcbabaabaf6d89167e1
October 3 1961,"Saint Mary's",6,1985,7,Peter Thibeaux,thibepe01,F,1986,210,63af8fcbabaabaf6d89167e2
March 28 1935,Hofstra,6,1957,7,Bill Thieben,thiebbi01,F-C,1958,215,63af8fcbabaabaf6d89167e3
August 13 1947,Mott Community College Weber State,6,1970,1,Justus Thigpen,thigpju01,G,1974,160,63af8fcbabaabaf6d89167e4
April 12 1960,Bradley,6,1983,7,David Thirdkill,thirdda01,F-G,1987,195,63af8fcbabaabaf6d89167e5
March 25 1993,Memphis,6,2014,7,Adonis Thomas,thomaad01,F,2014,200,63af8fcbabaabaf6d89167e6
December 23 1975,Kansas,6,2005,4,Billy Thomas,thomabi01,G,2008,208,63af8fcbabaabaf6d89167e7
January 28 1997,Truman State University,6,2021,5,Brodric Thomas,thomabr01,G,2022,185,63af8fcbabaabaf6d89167e8
October 13 2001,LSU,6,2022,4,Cam Thomas,thomaca02,G,2023,210,63af8fcbabaabaf6d89167e9
October 3 1969,Eastern Michigan,6,1992,4,Carl Thomas,thomaca01,G,1998,175,63af8fcbabaabaf6d89167ea
October 3 1969,Eastern Michigan,6,1992,3,Charles Thomas,thomach01,G,1992,175,63af8fcbabaabaf6d89167eb
April 1 1978,Syracuse,6,2002,9,Etan Thomas,thomaet01,F,2011,256,63af8fcbabaabaf6d89167ec
January 2 1966,Kentucky Florida State,6,1991,8,Irving Thomas,thomair01,F,1991,225,63af8fcbabaabaf6d89167ed
February 7 1989,Washington,5,2012,9,Isaiah Thomas,thomais02,G,2022,185,63af8fcbabaabaf6d89167ee
March 25 1973,Providence,6,2000,6,Jamel Thomas,thomaja01,F,2001,215,63af8fcbabaabaf6d89167f0
November 22 1980,Texas,6,2005,8,James Thomas,thomaja02,F,2006,235,63af8fcbabaabaf6d89167f1
October 19 1960,Indiana,6,1984,3,Jim Thomas,thomaji01,G,1991,190,63af8fcbabaabaf6d89167f2
March 9 1948,Marquette,6,1971,6,Joe Thomas,thomajo01,F,1971,205,63af8fcbabaabaf6d89167f3
September 8 1975,Minnesota,6,1998,9,John Thomas,thomajo02,F,2006,265,63af8fcbabaabaf6d89167f4
July 25 1977,New Mexico,6,2000,7,Kenny Thomas,thomake01,F,2010,261,63af8fcbabaabaf6d89167f5
May 8 1996,Creighton,6,2019,3,Khyri Thomas,thomakh01,G,2021,210,63af8fcbabaabaf6d89167f6
October 4 1972,TCU,6,1996,9,Kurt Thomas,thomaku01,F,2013,230,63af8fcbabaabaf6d89167f7
April 24 1988,Duke,6,2012,8,Lance Thomas,thomala01,F,2020,240,63af8fcbabaabaf6d89167f8
November 8 1988,Pepperdine San Diego State,6,2012,9,Malcolm Thomas,thomama01,F,2015,225,63af8fcbabaabaf6d89167f9
August 4 1994,Iowa State,6,2020,4,Matt Thomas,thomama02,G,2022,190,63af8fcbabaabaf6d89167fa
November 19 1950,Trinity Valley CC Louisville,6,1973,6,Ron Thomas,thomaro01,F,1976,215,63af8fcbabaabaf6d89167fb
August 20 1953,Detroit Mercy,6,1976,8,Terry Thomas,thomate01,F,1976,220,63af8fcbabaabaf6d89167fc
February 26 1977,Villanova,6,1998,10,Tim Thomas,thomati01,F,2010,230,63af8fcbabaabaf6d89167fd
August 17 1986,LSU,6,2007,9,Tyrus Thomas,thomaty01,F,2015,215,63af8fcbabaabaf6d89167fe
,Harbor College,6,1968,2,Willis Thomas,thomawi01,G,1968,185,63af8fcbabaabaf6d89167ff
May 20 1990,Georgia,6,2012,10,Trey Thompkins,thomptr02,F,2012,245,63af8fcbabaabaf6d8916800
August 30 1962,Fresno State,6,1985,6,Bernard Thompson,thompbe01,F-G,1989,210,63af8fcbabaabaf6d8916801
December 1 1963,Louisville,6,1987,7,Billy Thompson,thompbi01,F,1992,195,63af8fcbabaabaf6d8916802
July 19 1970,Texas A&M Oklahoma State,6,1995,4,Brooks Thompson,thompbr01,G,1998,193,63af8fcbabaabaf6d8916803
February 5 1960,UConn,6,1983,8,Corny Thompson,thompco01,F,1983,225,63af8fcbabaabaf6d8916804
February 23 1983,UCLA,6,2006,7,Dijon Thompson,thompdi01,G-F,2007,195,63af8fcbabaabaf6d8916806
November 29 1947,Marquette,6,1970,2,George Thompson,thompge01,G,1975,200,63af8fcbabaabaf6d8916807
April 3 1991,Georgetown,6,2014,8,Hollis Thompson,thompho01,G-F,2017,206,63af8fcbabaabaf6d8916808
March 26 1946,South Carolina,6,1969,1,Jack Thompson,thompja01,G,1969,185,63af8fcbabaabaf6d8916809
July 21 1986,Rider University,6,2009,11,Jason Thompson,thompja02,F-C,2016,250,63af8fcbabaabaf6d891680a
February 7 1971,NC State,6,1994,11,Kevin Thompson,thompke01,C-F,1994,260,63af8fcbabaabaf6d891680c
February 8 1990,Washington State,6,2012,6,Klay Thompson,thompkl01,G-F,2023,215,63af8fcbabaabaf6d891680d
June 23 1961,Texas,6,1983,10,LaSalle Thompson,thompla01,C-F,1997,245,63af8fcbabaabaf6d891680e
January 30 1955,Minnesota,6,1979,10,Mychal Thompson,thompmy01,C-F,1991,226,63af8fcbabaabaf6d891680f
June 1 1988,Pepperdine,6,2012,6,Mychel Thompson,thompmy02,G,2012,211,63af8fcbabaabaf6d8916810
May 25 1961,Tulane,6,1984,6,Paul Thompson,thomppa01,G-F,1986,210,63af8fcbabaabaf6d8916811
December 2 1968,Syracuse,6,1992,4,Stephen Thompson,thompst01,G,1992,185,63af8fcbabaabaf6d8916812
March 13 1991,Texas,6,2012,9,Tristan Thompson,thomptr01,F-C,2022,254,63af8fcbabaabaf6d8916813
August 26 2002,Auburn,6,2022,10,JT Thor,thorjt01,F,2023,205,63af8fcbabaabaf6d8916814
April 5 1943,Illinois,6,1968,10,Skip Thoren,thoresk01,C,1970,230,63af8fcbabaabaf6d8916815
December 7 1983,Florida State,6,2008,8,Al Thornton,thornal01,F,2011,220,63af8fcbabaabaf6d8916817
July 10 1962,University of California Irvine,6,1986,10,Bob Thornton,thornbo01,F-C,1996,225,63af8fcbabaabaf6d8916818
September 1 1946,Kentucky Wesleyan College,6,1969,4,Dallas Thornton,thornda01,G,1970,190,63af8fcbabaabaf6d8916819
June 5 1987,LSU,6,2010,4,Marcus Thornton,thornma01,G,2017,205,63af8fcbabaabaf6d891681a
November 15 1994,South Carolina,6,2018,4,Sindarius Thornwell,thornsi01,G,2021,215,63af8fcbabaabaf6d891681b
August 5 1962,Providence,6,1985,9,Otis Thorpe,thorpot01,F-C,2001,225,63af8fcbabaabaf6d891681c
September 10 1961,West Virginia Tech,6,1984,2,Sedale Threatt,threase01,G,1997,175,63af8fcbabaabaf6d891681d
January 16 1919,Canisius,6,1948,1,Mel Thurston,thursme01,G,1948,175,63af8fcbabaabaf6d891681f
March 4 1997,Washington,6,2020,5,Matisse Thybulle,thybuma01,G,2023,201,63af8fcbabaabaf6d8916820
April 4 1915,Washington & Jefferson College,6,1949,1,Hal Tidrick,tidriha01,F-G,1949,190,63af8fcbabaabaf6d8916821
November 30 1940,Thomas More College,6,1963,1,Dan Tieman,tiemada01,G,1963,185,63af8fcbabaabaf6d8916822
March 5 1998,Gonzaga,6,2021,9,Killian Tillie,tilliki02,F,2022,220,63af8fcbabaabaf6d8916823
February 23 1960,Cleveland State University,6,1983,11,Darren Tillis,tillida01,C-F,1984,215,63af8fcbabaabaf6d8916824
January 12 1999,Michigan State,6,2021,8,Xavier Tillman Sr.,tillmxa01,F,2023,245,63af8fcbabaabaf6d8916825
December 30 1924,Kentucky,6,1948,4,Jack Tingle,tinglja01,F,1949,205,63af8fcbabaabaf6d8916826
September 19 1946,Kentucky Wesleyan College,6,1970,5,George Tinsley,tinslge01,F,1972,205,63af8fcbabaabaf6d8916827
February 28 1978,Iowa State,6,2002,3,Jamaal Tinsley,tinslja01,G,2014,195,63af8fcbabaabaf6d8916828
June 9 1964,Oklahoma,6,1986,9,Wayman Tisdale,tisdawa01,F-C,1997,240,63af8fcbabaabaf6d8916829
October 10 1994,Virginia,7,2017,1,Mike Tobey,tobeymi01,C,2017,260,63af8fcbabaabaf6d891682a
October 17 2001,,6,2022,10,Isaiah Todd,toddis01,F,2023,220,63af8fcbabaabaf6d891682b
June 11 1923,Wyoming,6,1950,5,Mike Todorovich,todormi01,F-C,1951,220,63af8fcbabaabaf6d891682c
September 10 1958,Indiana,6,1982,9,Ray Tolbert,tolbera01,F,1989,225,63af8fcbabaabaf6d891682d
October 16 1965,University of California Irvine Arizona,6,1989,7,Tom Tolbert,tolbeto01,F-C,1995,235,63af8fcbabaabaf6d891682e
June 1 1985,Creighton,6,2009,8,Anthony Tolliver,tollian01,F-C,2021,240,63af8fcbabaabaf6d891682f
November 25 1951,Arkansas,6,1975,8,Dean Tolson,tolsode01,F,1978,190,63af8fcbabaabaf6d8916830
November 23 1957,Louisiana,6,1981,3,Andrew Toney,toneyan01,G,1988,178,63af8fcbabaabaf6d8916832
April 13 1962,Dayton,6,1986,2,Sedric Toney,toneyse01,G,1994,178,63af8fcbabaabaf6d8916833
November 1 1922,Marshall,6,1949,1,Andy Tonkovich,tonkoan01,G,1949,185,63af8fcbabaabaf6d8916834
January 19 1966,BYU,6,1991,6,Andy Toolson,toolsan01,G-F,1996,210,63af8fcbabaabaf6d8916835
August 9 1922,University of the Pacific,6,1948,6,Jack Toomay,toomaja01,C-F,1950,215,63af8fcbabaabaf6d8916836
July 14 1956,Marquette,6,1980,9,Bernard Toone,toonebe01,F,1980,210,63af8fcbabaabaf6d8916837
March 4 1998,Dayton,6,2021,9,Obi Toppin,toppiob01,F,2023,220,63af8fcbabaabaf6d8916838
March 6 1917,Long Island University,6,1947,2,Irv Torgoff,torgoir01,F,1949,192,63af8fcbabaabaf6d8916839
May 12 1937,Tennessee,6,1963,8,Gene Tormohlen,tormobu01,C-F,1970,230,63af8fcbabaabaf6d891683a
December 18 1976,,6,2002,6,Óscar Torres,torreos01,F,2003,210,63af8fcbabaabaf6d891683b
April 10 1993,Marquette,6,2020,6,Juan Toscano-Anderson,toscaju01,F,2023,209,63af8fcbabaabaf6d891683c
June 2 1926,Indiana,6,1952,1,Bill Tosheff,toshebi01,G,1954,175,63af8fcbabaabaf6d891683d
August 28 1920,"St. John's",6,1949,1,Bob Tough,toughbo01,G-F,1950,185,63af8fcbabaabaf6d891683e
July 23 1992,,6,2016,7,Axel Toupane,toupaax01,G-F,2021,197,63af8fcbabaabaf6d891683f
September 27 1953,NC State,5,1976,7,Monte Towe,towemo01,G,1977,150,63af8fcbabaabaf6d8916840
May 15 1970,Notre Dame,6,1994,11,Keith Tower,towerke01,C-F,1997,250,63af8fcbabaabaf6d8916841
June 20 1920,Western Kentucky,6,1949,4,Blackie Towery,towerbl01,F-C,1950,210,63af8fcbabaabaf6d8916842
November 30 1959,James Madison University,6,1983,7,Linton Townes,towneli01,F-G,1985,190,63af8fcbabaabaf6d8916843
November 15 1995,Kentucky,6,2016,11,Karl-Anthony Towns,townska01,C-F,2023,248,63af8fcbabaabaf6d8916844
December 20 1955,UCLA,6,1979,3,Raymond Townsend,townsra01,G,1982,175,63af8fcbabaabaf6d8916845
July 11 1948,Cal State Long Beach,6,1972,8,George Trapp,trappge01,F-C,1977,205,63af8fcbabaabaf6d8916846
October 2 1945,Voorhees College Pasadena City College UNLV,6,1969,7,John Trapp,trappjo01,F,1973,210,63af8fcbabaabaf6d8916847
February 1 1977,Michigan,6,1999,8,Robert Traylor,traylro01,F,2005,284,63af8fcbabaabaf6d8916848
September 22 1974,Ohio University,6,1996,8,Gary Trent,trentga01,F,2004,250,63af8fcbabaabaf6d8916849
January 18 1999,Duke,6,2019,5,Gary Trent Jr.,trentga02,G,2023,209,63af8fcbabaabaf6d891684a
July 11 1979,USC,6,2002,4,Jeff Trepagnier,trepaje01,G,2004,200,63af8fcbabaabaf6d891684b
November 6 1939,Seattle University,6,1965,7,John Tresvant,tresvjo01,F-C,1973,215,63af8fcbabaabaf6d891684c
January 17 1996,Arizona,6,2019,4,Allonzo Trier,trieral01,G,2020,200,63af8fcbabaabaf6d891684d
November 3 1922,DePaul,6,1949,1,Dick Triptow,triptdi01,G-F,1950,170,63af8fcbabaabaf6d891684e
February 16 1959,Notre Dame,6,1982,6,Kelly Tripucka,tripuke01,F-G,1991,220,63af8fcbabaabaf6d891684f
August 24 1950,California,6,1973,9,Ansley Truitt,truitan01,C,1973,215,63af8fcbabaabaf6d8916850
September 22 1979,,7,2003,2,Cezary Trybański,trybace01,C,2004,240,63af8fcbabaabaf6d8916851
June 10 1979,,7,2001,2,Jake Tsakalidis,tsakaja01,C,2007,285,63af8fcbabaabaf6d8916852
April 25 1950,UC Santa Barbara,6,1973,6,John Tschogl,tschojo01,F,1975,206,63af8fcbabaabaf6d8916853
August 31 1930,Kentucky,6,1957,5,Lou Tsioropoulos,tsiorlo01,F,1959,190,63af8fcbabaabaf6d8916854
April 14 1983,,7,2003,1,Nikoloz Tskitishvili,tskitni01,F,2006,225,63af8fcbabaabaf6d8916855
February 24 1943,Oklahoma Baptist University,6,1968,8,Al Tucker,tuckeal01,F,1972,190,63af8fcbabaabaf6d8916856
February 11 1984,Wisconsin,6,2008,6,Alando Tucker,tuckeal02,F,2010,205,63af8fcbabaabaf6d8916857
April 4 1969,Georgetown Wake Forest,6,1995,8,Anthony Tucker,tuckean01,F,1995,220,63af8fcbabaabaf6d8916858
December 11 1932,Duquesne,6,1955,7,Jim Tucker,tuckeji01,F,1957,185,63af8fcbabaabaf6d8916859
May 5 1985,Texas,6,2007,5,P.J. Tucker,tuckepj01,F,2023,245,63af8fcbabaabaf6d891685a
September 24 1997,Florida Gulf Coast Little Rock,6,2020,3,Rayjon Tucker,tuckera01,F,2022,209,63af8fcbabaabaf6d891685b
December 20 1959,Minnesota,6,1983,5,Trent Tucker,tucketr01,G,1993,193,63af8fcbabaabaf6d891685c
January 13 1983,Gonzaga,6,2006,10,Ronny Turiaf,turiaro01,F,2015,249,63af8fcbabaabaf6d891685d
June 7 1976,,6,2000,9,Mirsad Türkcan,turkcmi01,F,2000,236,63af8fcbabaabaf6d891685e
March 19 1979,,6,2001,10,Hedo Türkoğlu,turkohe01,F,2015,220,63af8fcbabaabaf6d891685f
December 13 1964,Memphis,5,1987,11,Andre Turner,turnean01,G,1992,160,63af8fcbabaabaf6d8916860
February 18 1944,University of Akron,6,1968,7,Bill Turner,turnebi01,F,1973,220,63af8fcbabaabaf6d8916861
June 10 1959,Ole Miss,6,1982,5,Elston Turner,turneel01,G-F,1989,190,63af8fcbabaabaf6d8916862
October 27 1988,Ohio State,6,2011,6,Evan Turner,turneev01,G,2020,220,63af8fcbabaabaf6d8916863
,TCU,6,1968,7,Gary Turner,turnega01,F,1968,200,63af8fcbabaabaf6d8916864
August 18 1966,Cal State Fullerton,6,1990,7,Henry Turner,turnehe02,G-F,1995,200,63af8fcbabaabaf6d8916865
March 29 1938,Nebraska,6,1968,2,Herschell Turner,turnehe01,G,1968,195,63af8fcbabaabaf6d8916866
June 29 1930,Western Kentucky,6,1955,4,Jack Turner,turneja01,F-G,1955,170,63af8fcbabaabaf6d8916867
June 5 1939,Louisville,6,1962,5,Jack Turner,turneja02,G-F,1962,200,63af8fcbabaabaf6d8916868
April 9 1962,Vanderbilt,6,1985,9,Jeff Turner,turneje01,F-C,1996,230,63af8fcbabaabaf6d8916869
November 30 1967,Georgetown Phillips University,6,1992,8,John Turner,turnejo01,F,1992,245,63af8fcbabaabaf6d891686a
March 24 1996,Texas,6,2016,11,Myles Turner,turnemy01,C-F,2023,250,63af8fcbabaabaf6d891686b
March 22 1976,Kentucky,6,2000,2,Wayne Turner,turnewa01,G,2000,190,63af8fcbabaabaf6d891686c
December 28 1960,Kentucky,6,1985,11,Melvin Turpin,turpime01,C,1990,240,63af8fcbabaabaf6d891686d
September 20 1950,Old Dominion,6,1973,1,Dave Twardzik,twardda01,G,1980,175,63af8fcbabaabaf6d891686e
April 30 1971,DePaul Texas,6,1995,1,B.J. Tyler,tylerbj01,G,1995,185,63af8fcbabaabaf6d8916870
June 21 1991,,6,2012,10,Jeremy Tyler,tylerje01,C,2014,260,63af8fcbabaabaf6d8916871
October 30 1956,Detroit Mercy,6,1979,7,Terry Tyler,tylerte01,F-G,1989,215,63af8fcbabaabaf6d8916872
August 16 1935,Louisville,6,1958,8,Charlie Tyra,tyrach01,C-F,1962,230,63af8fcbabaabaf6d8916873
November 26 1986,Siena College,6,2012,6,Edwin Ubiles,ubileed01,G,2012,204,63af8fcbabaabaf6d8916874
May 20 1987,Michigan Baylor,6,2011,10,Ekpe Udoh,udohek01,C-F,2019,245,63af8fcbabaabaf6d8916875
August 9 1977,San Francisco Portland State,6,2004,6,Ime Udoka,udokaim01,F,2011,215,63af8fcbabaabaf6d8916876
July 5 1982,,6,2005,3,Beno Udrih,udrihbe01,G,2017,205,63af8fcbabaabaf6d8916877
May 12 1984,,6,2009,5,Roko Ukić,ukicro01,G,2010,183,63af8fcbabaabaf6d8916878
January 5 1996,Kentucky,5,2017,10,Tyler Ulis,ulisty01,G,2019,160,63af8fcbabaabaf6d8916879
September 30 1929,Long Island University,6,1954,4,Hal Uplinger,uplinha01,G,1954,185,63af8fcbabaabaf6d891687b
January 24 1963,Utah,6,1989,2,Kelvin Upshaw,upshake01,G,1991,180,63af8fcbabaabaf6d891687c
May 19 1993,Iowa,6,2017,9,Jarrod Uthoff,uthofja01,F,2020,221,63af8fcbabaabaf6d891687d
March 19 1988,Tulsa,6,2011,3,Ben Uzoh,uzohbe01,G,2012,205,63af8fcbabaabaf6d891687e
August 15 1944,Duke,6,1968,1,Steve Vacendak,vacenst01,G,1970,185,63af8fcbabaabaf6d891687f
May 6 1992,,6,2013,11,Jonas Valančiūnas,valanjo01,C,2023,265,63af8fcbabaabaf6d8916880
February 3 1959,Kansas,6,1982,1,Darnell Valentine,valenda01,G,1991,183,63af8fcbabaabaf6d8916881
November 16 1993,Michigan State,6,2017,4,Denzel Valentine,valende01,G,2022,220,63af8fcbabaabaf6d8916882
November 27 1957,Old Dominion,6,1981,7,Ronnie Valentine,valenro01,F,1981,210,63af8fcbabaabaf6d8916883
October 3 1948,UCLA,6,1971,3,John Vallely,vallejo01,G,1972,185,63af8fcbabaabaf6d8916884
February 22 1943,Indiana,6,1966,5,Dick Van Arsdale,vanardi01,G-F,1977,210,63af8fcbabaabaf6d8916885
February 22 1943,Indiana,6,1966,5,Tom Van Arsdale,vanarto01,F-G,1977,202,63af8fcbabaabaf6d8916886
November 27 1971,Trinity Valley CC Cincinnati,6,1994,1,Nick Van Exel,vanexni01,G,2006,170,63af8fcbabaabaf6d8916887
October 23 1975,Utah,6,1998,10,Keith Van Horn,vanhoke01,F,2006,220,63af8fcbabaabaf6d8916888
April 1 1947,Saint Francis University,6,1970,1,Norm Van Lier,vanlino01,G,1979,173,63af8fcbabaabaf6d8916889
June 1 1952,Azusa Pacific University,6,1976,9,Dennis Van Zant,vanzade01,F,1976,210,63af8fcbabaabaf6d891688a
February 25 1994,Wichita State,6,2017,1,Fred VanVleet,vanvlfr01,G,2023,197,63af8fcbabaabaf6d891688b
February 25 1923,Illinois,6,1948,3,Gene Vance,vancege01,G-F,1952,195,63af8fcbabaabaf6d891688c
April 3 1971,Green Bay,6,1996,8,Logan Vander Velden,vandelo01,F,1996,215,63af8fcbabaabaf6d891688d
April 3 1999,Kentucky,6,2019,9,Jarred Vanderbilt,vandeja01,F,2023,214,63af8fcbabaabaf6d891688e
September 12 1928,Colgate,6,1950,3,Ernie Vandeweghe,vandeer01,F-G,1956,195,63af8fcbabaabaf6d891688f
August 1 1958,UCLA,6,1981,8,Kiki Vandeweghe,vandeki01,F,1993,220,63af8fcbabaabaf6d8916890
April 13 1963,Santa Clara,7,1986,1,Nick Vanos,vanosni01,C,1987,255,63af8fcbabaabaf6d8916891
March 31 1973,St. Bonaventure,6,2001,5,David Vanterpool,vanteda01,G,2001,200,63af8fcbabaabaf6d8916892
May 6 1979,,7,2002,1,Ratko Varda,vardara01,C,2002,260,63af8fcbabaabaf6d8916893
September 28 1982,,6,2005,11,Anderson Varejão,varejan01,F-C,2021,273,63af8fcbabaabaf6d8916894
March 1 1988,Mississippi State,6,2013,9,Jarvis Varnado,varnaja01,F,2014,230,63af8fcbabaabaf6d8916895
January 16 1987,Maryland,6,2011,6,Greivis Vásquez,vasqugr01,G,2017,217,63af8fcbabaabaf6d8916896
August 23 2000,Florida State,6,2021,5,Devin Vassell,vassede01,G-F,2023,200,63af8fcbabaabaf6d8916897
February 19 1940,Southern Illinois,6,1963,2,Chico Vaughn,vaughch01,G,1970,190,63af8fcbabaabaf6d8916898
June 4 1952,Oral Roberts,6,1975,11,David Vaughn,vaughda01,C,1976,220,63af8fcbabaabaf6d8916899
March 23 1973,Memphis,6,1996,9,David Vaughn,vaughda02,F,1999,240,63af8fcbabaabaf6d891689a
February 11 1975,Kansas,6,1998,1,Jacque Vaughn,vaughja01,G,2009,190,63af8fcbabaabaf6d891689b
August 16 1996,UNLV,6,2016,6,Rashad Vaughn,vaughra01,G,2018,202,63af8fcbabaabaf6d891689c
May 15 1918,Western Kentucky,6,1947,4,Virgil Vaughn,vaughvi01,F-C,1947,205,63af8fcbabaabaf6d891689d
February 27 1968,Michigan,6,1991,9,Loy Vaught,vaughlo01,F,2001,230,63af8fcbabaabaf6d891689e
September 7 1945,Duke,6,1968,1,Bob Verga,vergabo01,G,1974,190,63af8fcbabaabaf6d891689f
February 15 1959,Fresno State,6,1982,9,Pete Verhoeven,verhope01,F,1987,215,63af8fcbabaabaf6d89168a0
April 24 1990,,6,2012,11,Jan Veselý,veselja01,F,2014,240,63af8fcbabaabaf6d89168a1
May 22 1967,,6,1993,6,Gundars Vētra,vetragu01,F,1993,195,63af8fcbabaabaf6d89168a2
November 15 1966,,6,1992,9,João Vianna,viannjo01,F,1992,215,63af8fcbabaabaf6d89168a3
August 24 1984,UConn,6,2006,11,Charlie Villanueva,villach01,F,2016,232,63af8fcbabaabaf6d89168a4
June 14 1996,UC Santa Barbara,6,2020,3,Gabe Vincent,vincega01,G,2023,200,63af8fcbabaabaf6d89168a5
June 10 1959,Michigan State,6,1982,7,Jay Vincent,vinceja01,F,1990,220,63af8fcbabaabaf6d89168a6
May 18 1963,Michigan State,6,1986,2,Sam Vincent,vincesa01,G,1992,185,63af8fcbabaabaf6d89168a7
May 31 1984,,6,2007,8,Marcus Vinicius,vincima01,F,2008,225,63af8fcbabaabaf6d89168a8
January 28 1971,Georgia Tech,6,1995,4,Fred Vinson,vinsofr01,G,2000,190,63af8fcbabaabaf6d89168a9
November 25 1947,Murray State,6,1973,6,Claude Virden,virdecl01,F,1973,195,63af8fcbabaabaf6d89168aa
November 24 1965,Notre Dame,6,1990,9,Gary Voce,vocega01,F,1990,240,63af8fcbabaabaf6d89168ab
June 21 1921,Wyoming,6,1950,4,Floyd Volker,volkefl01,F-C,1950,205,63af8fcbabaabaf6d89168ac
March 28 1964,,6,1990,10,Alexander Volkov,volkoal01,C,1992,218,63af8fcbabaabaf6d89168ad
June 19 1922,Penn State,6,1950,1,Whitey Von Nieda,vonniwh01,G-F,1950,170,63af8fcbabaabaf6d89168ae
August 24 1995,Indiana,6,2015,10,Noah Vonleh,vonleno01,F,2023,257,63af8fcbabaabaf6d89168af
November 1 1977,UConn,6,2001,11,Jake Voskuhl,voskuja01,C,2009,245,63af8fcbabaabaf6d89168b0
October 29 1958,Utah,6,1982,7,Danny Vranes,vraneda01,F,1988,210,63af8fcbabaabaf6d89168b1
January 30 1983,,7,2004,5,Slavko Vraneš,vranesl01,C,2004,275,63af8fcbabaabaf6d89168b2
January 22 1964,,7,1991,2,Stojko Vranković,vrankst01,C,1999,260,63af8fcbabaabaf6d89168b3
December 25 1955,UCLA UNLV,7,1981,1,Brett Vroman,vromabr01,C,1981,220,63af8fcbabaabaf6d89168b4
June 6 1981,Iowa State,6,2005,10,Jackson Vroman,vromaja01,F-C,2006,220,63af8fcbabaabaf6d89168b5
October 24 1990,USC,6,2012,10,Nikola Vučević,vucevni01,C,2023,260,63af8fcbabaabaf6d89168b6
March 8 1984,,6,2005,7,Sasha Vujačić,vujacsa01,G,2017,195,63af8fcbabaabaf6d89168b7
October 28 1922,NYU,6,1947,3,Butch van Breda Kolff,vanbrbu01,G-F,1950,185,63af8fcbabaabaf6d89168b8
December 16 1951,Vanderbilt,6,1975,7,Jan van Breda Kolff,vanbrja01,F-G,1983,195,63af8fcbabaabaf6d89168b9
November 20 1996,Kansas State,6,2020,9,Dean Wade,wadede01,F,2023,228,63af8fcbabaabaf6d89168ba
January 17 1982,Marquette,6,2004,4,Dwyane Wade,wadedw01,G,2019,220,63af8fcbabaabaf6d89168bb
October 15 1965,Oklahoma UNLV,5,1988,11,Mark Wade,wadema01,G,1990,160,63af8fcbabaabaf6d89168bc
July 21 1985,Florida State,6,2006,5,Von Wafer,wafervo01,G,2012,210,63af8fcbabaabaf6d89168bd
January 20 1920,"Saint Mary's University of Minnesota",6,1950,6,Clint Wager,wagercl01,C-F,1950,210,63af8fcbabaabaf6d89168be
February 4 1983,Memphis,6,2003,2,Dajuan Wagner,wagneda02,G,2007,200,63af8fcbabaabaf6d89168bf
August 1 1922,Texas,6,1950,1,Danny Wagner,wagneda01,G,1950,170,63af8fcbabaabaf6d89168c0
August 27 2001,Michigan,6,2022,9,Franz Wagner,wagnefr01,G-F,2023,225,63af8fcbabaabaf6d89168c1
February 20 1963,Louisville,6,1988,5,Milt Wagner,wagnemi01,G,1991,185,63af8fcbabaabaf6d89168c2
April 26 1997,Michigan,6,2019,11,Moritz Wagner,wagnemo01,F-C,2023,245,63af8fcbabaabaf6d89168c3
